deputy_id,state,email,political_party,photo_url
74374,MS,dep.geraldoresende@camara.leg.br,PSDB,https://www.camara.leg.br/internet/deputado/bandep/74374.jpg
220587,AC,,PP,https://www.camara.leg.br/internet/deputado/bandep/220587.jpg
204394,PB,dep.gervasiomaia@camara.leg.br,PSB,https://www.camara.leg.br/internet/deputado/bandep/204394.jpg
74383,PR,dep.giacobo@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/74383.jpg
204491,MG,dep.gilbertoabramo@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/204491.jpg
74270,SP,dep.gilbertonascimento@camara.leg.br,PSC,https://www.camara.leg.br/internet/deputado/bandep/74270.jpg
220529,ES,dep.gilsondaniel@camara.leg.br,PODE,https://www.camara.leg.br/internet/deputado/bandep/220529.jpg
204365,SC,dep.gilsonmarques@camara.leg.br,NOVO,https://www.camara.leg.br/internet/deputado/bandep/204365.jpg
220526,ES,dep.gilvandafederal@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/220526.jpg
220531,DF,dep.gilvanmaximo@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/220531.jpg
160673,RS,dep.giovanicherini@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/160673.jpg
226179,MT,dep.giselasimona@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/226179.jpg
152605,RJ,dep.glauberbraga@camara.leg.br,PSOL,https://www.camara.leg.br/internet/deputado/bandep/152605.jpg
229333,MG,,PL,https://www.camara.leg.br/internet/deputado/bandep/229333.jpg
204419,GO,dep.glaustindafokus@camara.leg.br,PSC,https://www.camara.leg.br/internet/deputado/bandep/204419.jpg
107283,PR,dep.gleisihoffmann@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/107283.jpg
198197,MG,dep.greyceelias@camara.leg.br,AVANTE,https://www.camara.leg.br/internet/deputado/bandep/198197.jpg
220639,SP,dep.guilhermeboulos@camara.leg.br,PSOL,https://www.camara.leg.br/internet/deputado/bandep/220639.jpg
204531,SP,,PL,https://www.camara.leg.br/internet/deputado/bandep/204531.jpg
220664,PE,dep.guilhermeuchoa@camara.leg.br,PSB,https://www.camara.leg.br/internet/deputado/bandep/220664.jpg
220568,GO,dep.gustavogayer@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/220568.jpg
204408,SE,dep.gustinhoribeiro@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/204408.jpg
204456,RJ,dep.gutembergreis@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/204456.jpg
178964,RS,dep.heitorschuch@camara.leg.br,PSB,https://www.camara.leg.br/internet/deputado/bandep/178964.jpg
178873,ES,dep.heldersalomao@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/178873.jpg
220537,RR,dep.helenalima@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/220537.jpg
178909,PA,,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/178909.jpg
204444,RJ,dep.heliolopes@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204444.jpg
220672,PA,dep.hendersonpinto@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/220672.jpg
227324,MA,,PL,https://www.camara.leg.br/internet/deputado/bandep/227324.jpg
204539,MG,dep.herciliocoelhodiniz@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/204539.jpg
100689,GO,,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/100689.jpg
178884,MA,dep.hildorocha@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/178884.jpg
141450,RJ,dep.hugoleal@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/141450.jpg
160674,PB,dep.hugomotta@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/160674.jpg
220563,SE,dep.icarodevalmir@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/220563.jpg
204533,CE,,PDT,https://www.camara.leg.br/internet/deputado/bandep/204533.jpg
204508,MG,dep.igortimo@camara.leg.br,PODE,https://www.camara.leg.br/internet/deputado/bandep/204508.jpg
98615,SC,dep.ismael@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/98615.jpg
204436,AL,dep.isnaldobulhoesjr@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/204436.jpg
230764,MA,dep.ivanjunior@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/230764.jpg
73531,SP,dep.ivanvalente@camara.leg.br,PSOL,https://www.camara.leg.br/internet/deputado/bandep/73531.jpg
220696,BA,dep.ivoneidecaetano@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/220696.jpg
220670,PE,dep.izaarruda@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/220670.jpg
220527,ES,dep.jackrocha@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/220527.jpg
220697,PI,dep.jadyelalencar@camara.leg.br,PV,https://www.camara.leg.br/internet/deputado/bandep/220697.jpg
74848,RJ,dep.jandirafeghali@camara.leg.br,PCdoB,https://www.camara.leg.br/internet/deputado/bandep/74848.jpg
220567,GO,dep.jefersonrodrigues@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/220567.jpg
74273,SP,dep.jeffersoncampos@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/74273.jpg
160531,RR,,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/160531.jpg
141456,SP,dep.jilmartatto@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/141456.jpg
141458,BA,dep.joaocarlosbacelar@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/141458.jpg
230957,SP,dep.joaocury@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/230957.jpg
178970,SE,dep.joaodaniel@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/178970.jpg
74550,BA,dep.joaoleao@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/74550.jpg
141459,RN,dep.joaomaia@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/141459.jpg
178910,PA,dep.joaquimpassarinho@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/178910.jpg
160548,SP,dep.jonasdonizette@camara.leg.br,PSB,https://www.camara.leg.br/internet/deputado/bandep/160548.jpg
217480,RJ,,PSD,https://www.camara.leg.br/internet/deputado/bandep/217480.jpg
205550,RJ,dep.jorgebraz@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/205550.jpg
214694,SC,dep.jorgegoetten@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/214694.jpg
178857,BA,dep.jorgesolla@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/178857.jpg
141464,CE,dep.joseairtonfelixcirilo@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/141464.jpg
141470,CE,dep.joseguimaraes@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/141470.jpg
204472,MT,dep.josemedeiros@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204472.jpg
204391,GO,dep.josenelto@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/204391.jpg
74079,PA,dep.josepriante@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/74079.jpg
74554,BA,dep.joserocha@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/74554.jpg
209189,BA,dep.joseildoramos@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/209189.jpg
220578,AP,dep.josenildo@camara.leg.br,PDT,https://www.camara.leg.br/internet/deputado/bandep/220578.jpg
74141,BA,dep.josiasgomes@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/74141.jpg
204563,MA,dep.josimarmaranhaozinho@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204563.jpg
215043,MA,dep.josivaldojp@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/215043.jpg
204474,MT,dep.juarezcosta@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/204474.jpg
220559,SC,dep.juliazanatta@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/220559.jpg
220640,SP,dep.julianacardoso@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/220640.jpg
228837,MT,,MDB,https://www.camara.leg.br/internet/deputado/bandep/228837.jpg
66385,PI,dep.julioarcoverde@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/66385.jpg
74317,PI,dep.juliocesar@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/74317.jpg
204372,DF,dep.juliocesarribeiro@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/204372.jpg
74253,RJ,dep.juliolopes@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/74253.jpg
228797,TO,,PP,https://www.camara.leg.br/internet/deputado/bandep/228797.jpg
204457,RJ,dep.juninhodopneu@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/204457.jpg
204520,MG,dep.junioamaral@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204520.jpg
204497,PA,dep.juniorferrari@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/204497.jpg
204574,MA,dep.juniorlourenco@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204574.jpg
204550,CE,dep.juniormano@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204550.jpg
178886,MA,,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/178886.jpg
220677,PA,dep.kenistonbraga@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/220677.jpg
162067,SP,dep.kikoceleguim@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/162067.jpg
204536,SP,dep.kimkataguiri@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/204536.jpg
98057,MG,dep.lafayettedeandrada@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/98057.jpg
74856,RJ,dep.lauracarneiro@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/74856.jpg
141480,TO,dep.lazarobotelho@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/141480.jpg
178832,PR,,PSD,https://www.camara.leg.br/internet/deputado/bandep/178832.jpg
220600,RO,dep.lebrao@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/220600.jpg
220566,GO,dep.ledaborges@camara.leg.br,PSDB,https://www.camara.leg.br/internet/deputado/bandep/220566.jpg
80815,BA,dep.leoprates@camara.leg.br,PDT,https://www.camara.leg.br/internet/deputado/bandep/80815.jpg
122195,PB,,PSC,https://www.camara.leg.br/internet/deputado/bandep/122195.jpg
74156,MG,dep.leonardomonteiro@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/74156.jpg
74299,CE,dep.leonidascristino@camara.leg.br,PDT,https://www.camara.leg.br/internet/deputado/bandep/74299.jpg
92102,BA,dep.leurlomantojunior@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/92102.jpg
139285,BA,dep.lidicedamata@camara.leg.br,PSB,https://www.camara.leg.br/internet/deputado/bandep/139285.jpg
74585,MG,dep.lincolnportela@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/74585.jpg
74858,RJ,dep.lindberghfarias@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/74858.jpg
171139,SP,,SOLIDARIEDADE,https://www.camara.leg.br/internet/deputado/bandep/171139.jpg
220662,PE,dep.lucasramos@camara.leg.br,PSB,https://www.camara.leg.br/internet/deputado/bandep/220662.jpg
204404,RS,dep.lucasredecker@camara.leg.br,PSDB,https://www.camara.leg.br/internet/deputado/bandep/204404.jpg
138286,PR,dep.lucianoalves@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/138286.jpg
220581,AL,dep.lucianoamaral@camara.leg.br,PV,https://www.camara.leg.br/internet/deputado/bandep/220581.jpg
103758,RS,,PSD,https://www.camara.leg.br/internet/deputado/bandep/103758.jpg
74478,PE,dep.lucianobivar@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/74478.jpg
178931,PR,dep.lucianoducci@camara.leg.br,PSB,https://www.camara.leg.br/internet/deputado/bandep/178931.jpg
227323,MA,,PL,https://www.camara.leg.br/internet/deputado/bandep/227323.jpg
220616,RJ,dep.lucianovieira@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/220616.jpg
178954,RO,dep.luciomosquini@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/178954.jpg
229082,MA,,PDT,https://www.camara.leg.br/internet/deputado/bandep/229082.jpg
222429,RJ,dep.luiscarlosgomes@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/222429.jpg
160510,MG,dep.luistibe@camara.leg.br,AVANTE,https://www.camara.leg.br/internet/deputado/bandep/160510.jpg
204410,PR,dep.luisacanziani@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/204410.jpg
204448,RJ,,PP,https://www.camara.leg.br/internet/deputado/bandep/204448.jpg
141485,RS,dep.luizcarlosbusato@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/141485.jpg
73778,PR,dep.luizcarloshauly@camara.leg.br,PODE,https://www.camara.leg.br/internet/deputado/bandep/73778.jpg
204485,SP,dep.luizcarlosmotta@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204485.jpg
74041,PB,dep.luizcouto@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/74041.jpg
141487,MG,dep.luizfernandofaria@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/141487.jpg
229432,SC,,MDB,https://www.camara.leg.br/internet/deputado/bandep/229432.jpg
220658,CE,dep.luizgastao@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/220658.jpg
204455,RJ,dep.luizlima@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204455.jpg
220636,SP,,PT,https://www.camara.leg.br/internet/deputado/bandep/220636.jpg
162332,PR,dep.luiznishimori@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/162332.jpg
204526,SP,dep.luizphilippedeorleansebraganca@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204526.jpg
74784,SP,dep.luizaerundina@camara.leg.br,PSOL,https://www.camara.leg.br/internet/deputado/bandep/74784.jpg
178866,CE,dep.luiziannelins@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/178866.jpg
220669,PE,dep.luladafonte@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/220669.jpg
166402,GO,dep.magdamofatto@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/166402.jpg
220648,SP,dep.marangoni@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/220648.jpg
156190,RS,dep.marcelvanhattem@camara.leg.br,NOVO,https://www.camara.leg.br/internet/deputado/bandep/156190.jpg
179000,MG,dep.marceloalvaroantonio@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/179000.jpg
204433,RJ,,PSD,https://www.camara.leg.br/internet/deputado/bandep/204433.jpg
220599,RJ,dep.marcelocrivella@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/220599.jpg
220634,SP,,SOLIDARIEDADE,https://www.camara.leg.br/internet/deputado/bandep/220634.jpg
133810,RS,dep.marcelomoraes@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/133810.jpg
160161,RJ,dep.marceloqueiroz@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/160161.jpg
178983,SP,dep.marcioalvino@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/178983.jpg
179001,RS,dep.marciobiolchi@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/179001.jpg
226410,GO,,MDB,https://www.camara.leg.br/internet/deputado/bandep/226410.jpg
220687,MA,dep.marciohonaiser@camara.leg.br,PDT,https://www.camara.leg.br/internet/deputado/bandep/220687.jpg
81055,MA,dep.marciojerry@camara.leg.br,PCdoB,https://www.camara.leg.br/internet/deputado/bandep/81055.jpg
150418,BA,dep.marciomarinho@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/150418.jpg
204522,SP,,PSD,https://www.camara.leg.br/internet/deputado/bandep/204522.jpg
219585,PR,dep.marcobrasil@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/219585.jpg
160535,RS,dep.marcon@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/160535.jpg
204431,PI,dep.marcosaureliosampaio@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/204431.jpg
204506,SP,dep.marcospereira@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/204506.jpg
220547,MS,dep.marcospollon@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/220547.jpg
178943,RJ,dep.marcossoares@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/178943.jpg
220604,RJ,dep.marcostavares@camara.leg.br,PDT,https://www.camara.leg.br/internet/deputado/bandep/220604.jpg
220668,PE,dep.mariaarraes@camara.leg.br,SOLIDARIEDADE,https://www.camara.leg.br/internet/deputado/bandep/220668.jpg
74398,RS,dep.mariadorosario@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/74398.jpg
204540,SP,dep.mariarosas@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/204540.jpg
227275,MA,,PSC,https://www.camara.leg.br/internet/deputado/bandep/227275.jpg
220637,SP,,REDE,https://www.camara.leg.br/internet/deputado/bandep/220637.jpg
220655,SP,dep.mariofrias@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/220655.jpg
74158,MG,dep.marioheringer@camara.leg.br,PDT,https://www.camara.leg.br/internet/deputado/bandep/74158.jpg
178858,BA,dep.marionegromontejr@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/178858.jpg
204566,MA,dep.marrecafilho@camara.leg.br,PATRIOTA,https://www.camara.leg.br/internet/deputado/bandep/204566.jpg
220572,GO,dep.marussaboldrin@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/220572.jpg
178843,AL,dep.marxbeltrao@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/178843.jpg
220661,CE,dep.matheusnoronha@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/220661.jpg
220609,RO,dep.mauriciocarvalho@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/220609.jpg
220628,MG,dep.mauriciodovolei@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/220628.jpg
220550,RS,dep.mauriciomarcon@camara.leg.br,PODE,https://www.camara.leg.br/internet/deputado/bandep/220550.jpg
220647,SP,dep.mauricioneves@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/220647.jpg
204486,CE,dep.maurobenevidesfilho@camara.leg.br,PDT,https://www.camara.leg.br/internet/deputado/bandep/204486.jpg
220607,RJ,dep.maxlemos@camara.leg.br,PROS,https://www.camara.leg.br/internet/deputado/bandep/220607.jpg
220591,AC,dep.meireserafim@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/220591.jpg
74428,PE,dep.mendoncafilho@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/74428.jpg
188097,PI,dep.merlongsolano@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/188097.jpg
220585,PB,dep.mersinholucena@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/220585.jpg
220530,ES,dep.messiasdonato@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/220530.jpg
171786,MG,dep.miguelangelo@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/171786.jpg
178985,SP,dep.miguellombardi@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/178985.jpg
154178,SP,,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/154178.jpg
178895,MG,dep.misaelvarella@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/178895.jpg
229225,PE,,PP,https://www.camara.leg.br/internet/deputado/bandep/229225.jpg
178997,CE,dep.mosesrodrigues@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/178997.jpg
220617,RJ,dep.murillogouvea@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/220617.jpg
220584,PB,dep.murilogaldino@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/220584.jpg
204453,RN,dep.nataliabonavides@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/204453.jpg
228042,CE,,PSD,https://www.camara.leg.br/internet/deputado/bandep/228042.jpg
204449,MT,dep.nelsonbarbudo@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204449.jpg
220622,MG,dep.nelyaquino@camara.leg.br,PODE,https://www.camara.leg.br/internet/deputado/bandep/220622.jpg
220703,BA,dep.netocarletto@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/220703.jpg
229939,PR,,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/229939.jpg
178896,MG,dep.newtoncardosojr@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/178896.jpg
204479,RR,dep.nicoletti@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/204479.jpg
209787,MG,dep.nikolasferreira@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/209787.jpg
178986,SP,dep.niltotatto@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/178986.jpg
227660,SE,dep.nitinho@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/227660.jpg
74159,MG,dep.odaircunha@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/74159.jpg
204498,PA,dep.olivalmarques@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/204498.jpg
178987,SP,dep.orlandosilva@camara.leg.br,PCdoB,https://www.camara.leg.br/internet/deputado/bandep/178987.jpg
73692,RS,dep.osmarterra@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/73692.jpg
204422,PE,dep.ossesiosilva@camara.leg.br,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/204422.jpg
204441,RJ,dep.otonidepaula@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/204441.jpg
204573,BA,dep.ottoalencarfilho@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/204573.jpg
220706,PR,dep.padovani@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/220706.jpg
160556,MG,dep.padrejoao@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/160556.jpg
230762,PA,dep.pastorclaudiomariano@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/230762.jpg
180214,RR,dep.pastordiniz@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/180214.jpg
160642,PE,dep.pastoreurico@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/160642.jpg
204570,MA,dep.pastorgil@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/204570.jpg
220615,RJ,dep.pastorhenriquevieira@camara.leg.br,PSOL,https://www.camara.leg.br/internet/deputado/bandep/220615.jpg
204553,BA,dep.pastorsargentoisidorio@camara.leg.br,AVANTE,https://www.camara.leg.br/internet/deputado/bandep/204553.jpg
74160,MG,dep.patrusananias@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/74160.jpg
74095,AM,dep.pauderneyavelino@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/74095.jpg
171617,AL,dep.paulao@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/171617.jpg
141518,SP,dep.paulinhodaforca@camara.leg.br,SOLIDARIEDADE,https://www.camara.leg.br/internet/deputado/bandep/141518.jpg
220627,RN,,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/220627.jpg
141516,MG,dep.pauloabiackel@camara.leg.br,PSDB,https://www.camara.leg.br/internet/deputado/bandep/141516.jpg
220650,SP,dep.pauloalexandrebarbosa@camara.leg.br,PSDB,https://www.camara.leg.br/internet/deputado/bandep/220650.jpg
178860,BA,dep.pauloazi@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/178860.jpg
160517,ES,dep.paulofolletto@camara.leg.br,PSB,https://www.camara.leg.br/internet/deputado/bandep/160517.jpg
160558,SP,dep.paulofreirecosta@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/160558.jpg
204492,MG,dep.pauloguedes@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/204492.jpg
220685,PR,dep.paulolitro@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/220685.jpg
74574,BA,dep.paulomagalhaes@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/74574.jpg
128760,MA,,PL,https://www.camara.leg.br/internet/deputado/bandep/128760.jpg
74400,RS,dep.paulopimenta@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/74400.jpg
141488,SP,,PT,https://www.camara.leg.br/internet/deputado/bandep/141488.jpg
220630,MG,dep.pedroaihara@camara.leg.br,PATRIOTA,https://www.camara.leg.br/internet/deputado/bandep/220630.jpg
220667,PE,dep.pedrocampos@camara.leg.br,PSB,https://www.camara.leg.br/internet/deputado/bandep/220667.jpg
229112,TO,,PL,https://www.camara.leg.br/internet/deputado/bandep/229112.jpg
122974,MA,dep.pedrolucasfernandes@camara.leg.br,UNIÃO,https://www.camara.leg.br/internet/deputado/bandep/122974.jpg
204395,PR,dep.pedrolupion@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/204395.jpg
122158,RJ,dep.pedropaulo@camara.leg.br,PSD,https://www.camara.leg.br/internet/deputado/bandep/122158.jpg
229259,SP,,PT,https://www.camara.leg.br/internet/deputado/bandep/229259.jpg
160604,SC,dep.pedrouczai@camara.leg.br,PT,https://www.camara.leg.br/internet/deputado/bandep/160604.jpg
204406,RS,dep.pedrowestphalen@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/204406.jpg
161440,SC,dep.pezenti@camara.leg.br,MDB,https://www.camara.leg.br/internet/deputado/bandep/161440.jpg
204524,MG,dep.pinheirinho@camara.leg.br,PP,https://www.camara.leg.br/internet/deputado/bandep/204524.jpg
73486,RS,dep.pompeodemattos@camara.leg.br,PDT,https://www.camara.leg.br/internet/deputado/bandep/73486.jpg
160601,SP,dep.pr.marcofeliciano@camara.leg.br,PL,https://www.camara.leg.br/internet/deputado/bandep/160601.jpg
226075,CE,,PL,https://www.camara.leg.br/internet/deputado/bandep/226075.jpg
89536,DF,,REPUBLICANOS,https://www.camara.leg.br/internet/deputado/bandep/89536.jpg
220533,DF,dep.prof.reginaldoveras@camara.leg.br,PV,https://www.camara.leg.br/internet/deputado/bandep/220533.jpg
