deputy_id,name,party,state,email,photo_url,idLegislatura
132504,Enio Verri,PT,PR,,https://www.camara.leg.br/internet/deputado/bandep/132504.jpg,57
220663,Eriberto Medeiros,PSB,PE,dep.eribertomedeiros@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220663.jpg,57
220645,Erika Hilton,PSOL,SP,dep.erikahilton@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220645.jpg,57
160575,Erika Kokay,PT,DF,dep.erikakokay@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160575.jpg,57
160640,Eros Biondini,PL,MG,dep.erosbiondini@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160640.jpg,57
204482,Euclydes Pettersen,PSC,MG,dep.euclydespettersen@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204482.jpg,57
74454,Eunício Oliveira,MDB,CE,dep.euniciooliveira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74454.jpg,57
178871,Evair Vieira de Melo,PP,ES,dep.evairvieirademelo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178871.jpg,57
178905,Fabio Garcia,UNIÃO,MT,,https://www.camara.leg.br/internet/deputado/bandep/178905.jpg,57
68720,Fábio Henrique,UNIÃO,SE,,https://www.camara.leg.br/internet/deputado/bandep/68720.jpg,57
220681,Fábio Macedo,PODE,MA,dep.fabiomacedo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220681.jpg,57
171623,Fabio Reis,PSD,SE,,https://www.camara.leg.br/internet/deputado/bandep/171623.jpg,57
204368,Fabio Schiochet,UNIÃO,SC,dep.fabioschiochet@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204368.jpg,57
220653,Fábio Teruel,MDB,SP,dep.fabioteruel@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220653.jpg,57
66828,Fausto Pinato,PP,SP,dep.faustopinato@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/66828.jpg,57
220712,Fausto Santos Jr.,UNIÃO,AM,dep.faustosantosjr@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220712.jpg,57
220646,Felipe Becari,UNIÃO,SP,dep.felipebecari@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220646.jpg,57
72442,Felipe Carreras,PSB,PE,dep.felipecarreras@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/72442.jpg,57
204398,Felipe Francischini,UNIÃO,PR,dep.felipefrancischini@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204398.jpg,57
227370,Felipe Saliba,PATRIOTA,MG,,https://www.camara.leg.br/internet/deputado/bandep/227370.jpg,57
160666,Félix Mendonça Júnior,PDT,BA,dep.felixmendoncajunior@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160666.jpg,57
204407,Fernanda Melchionna,PSOL,RS,dep.fernandamelchionna@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204407.jpg,57
220656,Fernanda Pessoa,UNIÃO,CE,dep.fernandapessoa@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220656.jpg,57
141431,Fernando Coelho Filho,UNIÃO,PE,dep.fernandocoelhofilho@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141431.jpg,57
204445,Fernando Mineiro,PT,RN,dep.fernandomineiro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204445.jpg,57
92699,Fernando Monteiro,PP,PE,dep.fernandomonteiro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/92699.jpg,57
204427,Fernando Rodolfo,PL,PE,dep.fernandorodolfo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204427.jpg,57
204411,Filipe Barros,PL,PR,dep.filipebarros@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204411.jpg,57
220545,Filipe Martins,PL,TO,dep.filipemartins@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220545.jpg,57
160598,Flávia Morais,PDT,GO,dep.flaviamorais@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160598.jpg,57
225727,Flavinha,MDB,MT,,https://www.camara.leg.br/internet/deputado/bandep/225727.jpg,57
191923,Flávio Nogueira,PT,PI,dep.flavionogueira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/191923.jpg,57
220700,Florentino Neto,PT,PI,dep.florentinoneto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220700.jpg,57
220551,Franciane Bayer,REPUBLICANOS,RS,dep.francianebayer@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220551.jpg,57
204494,Fred Costa,PATRIOTA,MG,dep.fredcosta@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204494.jpg,57
220534,Fred Linhares,REPUBLICANOS,DF,dep.fredlinhares@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220534.jpg,57
224117,Gabriel Mota,REPUBLICANOS,RR,dep.gabrielmota@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/224117.jpg,57
220708,Gabriel Nunes,PSD,BA,dep.gabrielnunes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220708.jpg,57
204473,General Girão,PL,RN,dep.generalgirao@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204473.jpg,57
220611,General Pazuello,PL,RJ,dep.generalpazuello@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220611.jpg,57
178966,Geovania de Sá,PSDB,SC,dep.geovaniadesa@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178966.jpg,57
220702,Geraldo Mendes,UNIÃO,PR,dep.geraldomendes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220702.jpg,57
74374,Geraldo Resende,PSDB,MS,dep.geraldoresende@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74374.jpg,57
220587,Gerlen Diniz,PP,AC,,https://www.camara.leg.br/internet/deputado/bandep/220587.jpg,57
204394,Gervásio Maia,PSB,PB,dep.gervasiomaia@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204394.jpg,57
74383,Giacobo,PL,PR,dep.giacobo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74383.jpg,57
204491,Gilberto Abramo,REPUBLICANOS,MG,dep.gilbertoabramo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204491.jpg,57
74270,Gilberto Nascimento,PSC,SP,dep.gilbertonascimento@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74270.jpg,57
220529,Gilson Daniel,PODE,ES,dep.gilsondaniel@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220529.jpg,57
204365,Gilson Marques,NOVO,SC,dep.gilsonmarques@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204365.jpg,57
220526,Gilvan da Federal,PL,ES,dep.gilvandafederal@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220526.jpg,57
220531,Gilvan Maximo,REPUBLICANOS,DF,dep.gilvanmaximo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220531.jpg,57
160673,Giovani Cherini,PL,RS,dep.giovanicherini@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160673.jpg,57
226179,Gisela Simona,UNIÃO,MT,dep.giselasimona@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/226179.jpg,57
152605,Glauber Braga,PSOL,RJ,dep.glauberbraga@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/152605.jpg,57
229333,Gláucia Santiago,PL,MG,,https://www.camara.leg.br/internet/deputado/bandep/229333.jpg,57
204419,Glaustin da Fokus,PSC,GO,dep.glaustindafokus@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204419.jpg,57
107283,Gleisi Hoffmann,PT,PR,dep.gleisihoffmann@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/107283.jpg,57
198197,Greyce Elias,AVANTE,MG,dep.greyceelias@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/198197.jpg,57
220639,Guilherme Boulos,PSOL,SP,dep.guilhermeboulos@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220639.jpg,57
204531,Guilherme Derrite,PL,SP,,https://www.camara.leg.br/internet/deputado/bandep/204531.jpg,57
220664,Guilherme Uchoa,PSB,PE,dep.guilhermeuchoa@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220664.jpg,57
220568,Gustavo Gayer,PL,GO,dep.gustavogayer@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220568.jpg,57
204408,Gustinho Ribeiro,REPUBLICANOS,SE,dep.gustinhoribeiro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204408.jpg,57
204456,Gutemberg Reis,MDB,RJ,dep.gutembergreis@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204456.jpg,57
178964,Heitor Schuch,PSB,RS,dep.heitorschuch@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178964.jpg,57
178873,Helder Salomão,PT,ES,dep.heldersalomao@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178873.jpg,57
220537,Helena Lima,MDB,RR,dep.helenalima@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220537.jpg,57
178909,Hélio Leite,UNIÃO,PA,,https://www.camara.leg.br/internet/deputado/bandep/178909.jpg,57
204444,Helio Lopes,PL,RJ,dep.heliolopes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204444.jpg,57
220672,Henderson Pinto,MDB,PA,dep.hendersonpinto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220672.jpg,57
227324,Henrique Júnior,PL,MA,,https://www.camara.leg.br/internet/deputado/bandep/227324.jpg,57
204539,Hercílio Coelho Diniz,MDB,MG,dep.herciliocoelhodiniz@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204539.jpg,57
100689,Hildo do Candango,REPUBLICANOS,GO,,https://www.camara.leg.br/internet/deputado/bandep/100689.jpg,57
178884,Hildo Rocha,MDB,MA,dep.hildorocha@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178884.jpg,57
141450,Hugo Leal,PSD,RJ,dep.hugoleal@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141450.jpg,57
160674,Hugo Motta,REPUBLICANOS,PB,dep.hugomotta@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160674.jpg,57
220563,Icaro de Valmir,PL,SE,dep.icarodevalmir@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220563.jpg,57
204533,Idilvan Alencar,PDT,CE,,https://www.camara.leg.br/internet/deputado/bandep/204533.jpg,57
204508,Igor Timo,PODE,MG,dep.igortimo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204508.jpg,57
98615,Ismael,PSD,SC,dep.ismael@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/98615.jpg,57
204436,Isnaldo Bulhões Jr.,MDB,AL,dep.isnaldobulhoesjr@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204436.jpg,57
230764,Ivan Junior,UNIÃO,MA,dep.ivanjunior@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/230764.jpg,57
73531,Ivan Valente,PSOL,SP,dep.ivanvalente@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73531.jpg,57
220696,Ivoneide Caetano,PT,BA,dep.ivoneidecaetano@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220696.jpg,57
220670,Iza Arruda,MDB,PE,dep.izaarruda@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220670.jpg,57
220527,Jack Rocha,PT,ES,dep.jackrocha@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220527.jpg,57
220697,Jadyel Alencar,PV,PI,dep.jadyelalencar@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220697.jpg,57
74848,Jandira Feghali,PCdoB,RJ,dep.jandirafeghali@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74848.jpg,57
220567,Jeferson Rodrigues,REPUBLICANOS,GO,dep.jefersonrodrigues@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220567.jpg,57
74273,Jefferson Campos,PL,SP,dep.jeffersoncampos@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74273.jpg,57
160531,Jhonatan de Jesus,REPUBLICANOS,RR,,https://www.camara.leg.br/internet/deputado/bandep/160531.jpg,57
141456,Jilmar Tatto,PT,SP,dep.jilmartatto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141456.jpg,57
141458,João Carlos Bacelar,PL,BA,dep.joaocarlosbacelar@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141458.jpg,57
230957,João Cury,MDB,SP,dep.joaocury@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/230957.jpg,57
178970,João Daniel,PT,SE,dep.joaodaniel@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178970.jpg,57
74550,João Leão,PP,BA,dep.joaoleao@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74550.jpg,57
141459,João Maia,PL,RN,dep.joaomaia@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141459.jpg,57
178910,Joaquim Passarinho,PL,PA,dep.joaquimpassarinho@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178910.jpg,57
160548,Jonas Donizette,PSB,SP,dep.jonasdonizette@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160548.jpg,57
217480,Jones Moura,PSD,RJ,,https://www.camara.leg.br/internet/deputado/bandep/217480.jpg,57
205550,Jorge Braz,REPUBLICANOS,RJ,dep.jorgebraz@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/205550.jpg,57
214694,Jorge Goetten,PL,SC,dep.jorgegoetten@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/214694.jpg,57
178857,Jorge Solla,PT,BA,dep.jorgesolla@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178857.jpg,57
141464,José Airton Félix Cirilo,PT,CE,dep.joseairtonfelixcirilo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141464.jpg,57
141470,José Guimarães,PT,CE,dep.joseguimaraes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141470.jpg,57
204472,José Medeiros,PL,MT,dep.josemedeiros@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204472.jpg,57
204391,José Nelto,PP,GO,dep.josenelto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204391.jpg,57
74079,José Priante,MDB,PA,dep.josepriante@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74079.jpg,57
74554,José Rocha,UNIÃO,BA,dep.joserocha@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74554.jpg,57
209189,Joseildo Ramos,PT,BA,dep.joseildoramos@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/209189.jpg,57
220578,Josenildo,PDT,AP,dep.josenildo@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220578.jpg,57
74141,Josias Gomes,PT,BA,dep.josiasgomes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74141.jpg,57
204563,Josimar Maranhãozinho,PL,MA,dep.josimarmaranhaozinho@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204563.jpg,57
215043,Josivaldo JP,PSD,MA,dep.josivaldojp@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/215043.jpg,57
204474,Juarez Costa,MDB,MT,dep.juarezcosta@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204474.jpg,57
220559,Julia Zanatta,PL,SC,dep.juliazanatta@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220559.jpg,57
220640,Juliana Cardoso,PT,SP,dep.julianacardoso@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220640.jpg,57
228837,Juliana Kolankiewicz,MDB,MT,,https://www.camara.leg.br/internet/deputado/bandep/228837.jpg,57
66385,Julio Arcoverde,PP,PI,dep.julioarcoverde@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/66385.jpg,57
74317,Júlio Cesar,PSD,PI,dep.juliocesar@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74317.jpg,57
204372,Julio Cesar Ribeiro,REPUBLICANOS,DF,dep.juliocesarribeiro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204372.jpg,57
74253,Julio Lopes,PP,RJ,dep.juliolopes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74253.jpg,57
228797,Júlio Oliveira,PP,TO,,https://www.camara.leg.br/internet/deputado/bandep/228797.jpg,57
204457,Juninho do Pneu,UNIÃO,RJ,dep.juninhodopneu@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204457.jpg,57
204520,Junio Amaral,PL,MG,dep.junioamaral@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204520.jpg,57
204497,Júnior Ferrari,PSD,PA,dep.juniorferrari@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204497.jpg,57
204574,Junior Lourenço,PL,MA,dep.juniorlourenco@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204574.jpg,57
204550,Júnior Mano,PL,CE,dep.juniormano@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204550.jpg,57
178886,Juscelino Filho,UNIÃO,MA,,https://www.camara.leg.br/internet/deputado/bandep/178886.jpg,57
220677,Keniston Braga,MDB,PA,dep.kenistonbraga@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220677.jpg,57
162067,Kiko Celeguim,PT,SP,dep.kikoceleguim@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/162067.jpg,57
204536,Kim Kataguiri,UNIÃO,SP,dep.kimkataguiri@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204536.jpg,57
98057,Lafayette de Andrada,REPUBLICANOS,MG,dep.lafayettedeandrada@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/98057.jpg,57
74856,Laura Carneiro,PSD,RJ,dep.lauracarneiro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74856.jpg,57
141480,Lázaro Botelho,PP,TO,dep.lazarobotelho@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141480.jpg,57
178832,Leandre,PSD,PR,,https://www.camara.leg.br/internet/deputado/bandep/178832.jpg,57
220600,Lebrão,UNIÃO,RO,dep.lebrao@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220600.jpg,57
220566,Lêda Borges,PSDB,GO,dep.ledaborges@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220566.jpg,57
80815,Leo Prates,PDT,BA,dep.leoprates@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/80815.jpg,57
122195,Leonardo Gadelha,PSC,PB,,https://www.camara.leg.br/internet/deputado/bandep/122195.jpg,57
74156,Leonardo Monteiro,PT,MG,dep.leonardomonteiro@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74156.jpg,57
74299,Leônidas Cristino,PDT,CE,dep.leonidascristino@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74299.jpg,57
92102,Leur Lomanto Júnior,UNIÃO,BA,dep.leurlomantojunior@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/92102.jpg,57
139285,Lídice da Mata,PSB,BA,dep.lidicedamata@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/139285.jpg,57
74585,Lincoln Portela,PL,MG,dep.lincolnportela@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74585.jpg,57
74858,Lindbergh Farias,PT,RJ,dep.lindberghfarias@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74858.jpg,57
171139,Loreny,SOLIDARIEDADE,SP,,https://www.camara.leg.br/internet/deputado/bandep/171139.jpg,57
220662,Lucas Ramos,PSB,PE,dep.lucasramos@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220662.jpg,57
204404,Lucas Redecker,PSDB,RS,dep.lucasredecker@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204404.jpg,57
138286,Luciano Alves,PSD,PR,dep.lucianoalves@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/138286.jpg,57
220581,Luciano Amaral,PV,AL,dep.lucianoamaral@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220581.jpg,57
103758,Luciano Azevedo,PSD,RS,,https://www.camara.leg.br/internet/deputado/bandep/103758.jpg,57
74478,Luciano Bivar,UNIÃO,PE,dep.lucianobivar@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74478.jpg,57
178931,Luciano Ducci,PSB,PR,dep.lucianoducci@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178931.jpg,57
227323,Luciano Galego,PL,MA,,https://www.camara.leg.br/internet/deputado/bandep/227323.jpg,57
220616,Luciano Vieira,PL,RJ,dep.lucianovieira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220616.jpg,57
178954,Lucio Mosquini,MDB,RO,dep.luciomosquini@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178954.jpg,57
229082,Lucyana Genésio,PDT,MA,,https://www.camara.leg.br/internet/deputado/bandep/229082.jpg,57
222429,Luis Carlos Gomes,REPUBLICANOS,RJ,dep.luiscarlosgomes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/222429.jpg,57
160510,Luis Tibé,AVANTE,MG,dep.luistibe@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160510.jpg,57
204410,Luisa Canziani,PSD,PR,dep.luisacanziani@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204410.jpg,57
204448,Luiz Antonio Corrêa,PP,RJ,,https://www.camara.leg.br/internet/deputado/bandep/204448.jpg,57
141485,Luiz Carlos Busato,UNIÃO,RS,dep.luizcarlosbusato@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141485.jpg,57
73778,Luiz Carlos Hauly,PODE,PR,dep.luizcarloshauly@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/73778.jpg,57
204485,Luiz Carlos Motta,PL,SP,dep.luizcarlosmotta@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204485.jpg,57
74041,Luiz Couto,PT,PB,dep.luizcouto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74041.jpg,57
141487,Luiz Fernando Faria,PSD,MG,dep.luizfernandofaria@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/141487.jpg,57
229432,Luiz Fernando Vampiro,MDB,SC,,https://www.camara.leg.br/internet/deputado/bandep/229432.jpg,57
220658,Luiz Gastão,PSD,CE,dep.luizgastao@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220658.jpg,57
204455,Luiz Lima,PL,RJ,dep.luizlima@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204455.jpg,57
220636,Luiz Marinho,PT,SP,,https://www.camara.leg.br/internet/deputado/bandep/220636.jpg,57
162332,Luiz Nishimori,PSD,PR,dep.luiznishimori@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/162332.jpg,57
204526,Luiz Philippe de Orleans e Bragança,PL,SP,dep.luizphilippedeorleansebraganca@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204526.jpg,57
74784,Luiza Erundina,PSOL,SP,dep.luizaerundina@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74784.jpg,57
178866,Luizianne Lins,PT,CE,dep.luiziannelins@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178866.jpg,57
220669,Lula da Fonte,PP,PE,dep.luladafonte@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220669.jpg,57
166402,Magda Mofatto,PL,GO,dep.magdamofatto@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/166402.jpg,57
220648,Marangoni,UNIÃO,SP,dep.marangoni@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220648.jpg,57
156190,Marcel van Hattem,NOVO,RS,dep.marcelvanhattem@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/156190.jpg,57
179000,Marcelo Álvaro Antônio,PL,MG,dep.marceloalvaroantonio@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/179000.jpg,57
204433,Marcelo Calero,PSD,RJ,,https://www.camara.leg.br/internet/deputado/bandep/204433.jpg,57
220599,Marcelo Crivella,REPUBLICANOS,RJ,dep.marcelocrivella@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220599.jpg,57
220634,Marcelo Lima,SOLIDARIEDADE,SP,,https://www.camara.leg.br/internet/deputado/bandep/220634.jpg,57
133810,Marcelo Moraes,PL,RS,dep.marcelomoraes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/133810.jpg,57
160161,Marcelo Queiroz,PP,RJ,dep.marceloqueiroz@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160161.jpg,57
178983,Marcio Alvino,PL,SP,dep.marcioalvino@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178983.jpg,57
179001,Márcio Biolchi,MDB,RS,dep.marciobiolchi@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/179001.jpg,57
226410,Márcio Correa,MDB,GO,,https://www.camara.leg.br/internet/deputado/bandep/226410.jpg,57
220687,Márcio Honaiser,PDT,MA,dep.marciohonaiser@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220687.jpg,57
81055,Márcio Jerry,PCdoB,MA,dep.marciojerry@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/81055.jpg,57
150418,Márcio Marinho,REPUBLICANOS,BA,dep.marciomarinho@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/150418.jpg,57
204522,Marco Bertaiolli,PSD,SP,,https://www.camara.leg.br/internet/deputado/bandep/204522.jpg,57
219585,Marco Brasil,PP,PR,dep.marcobrasil@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/219585.jpg,57
160535,Marcon,PT,RS,dep.marcon@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/160535.jpg,57
204431,Marcos Aurélio Sampaio,PSD,PI,dep.marcosaureliosampaio@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204431.jpg,57
204506,Marcos Pereira,REPUBLICANOS,SP,dep.marcospereira@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204506.jpg,57
220547,Marcos Pollon,PL,MS,dep.marcospollon@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220547.jpg,57
178943,Marcos Soares,UNIÃO,RJ,dep.marcossoares@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/178943.jpg,57
220604,Marcos Tavares,PDT,RJ,dep.marcostavares@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220604.jpg,57
220668,Maria Arraes,SOLIDARIEDADE,PE,dep.mariaarraes@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220668.jpg,57
74398,Maria do Rosário,PT,RS,dep.mariadorosario@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/74398.jpg,57
204540,Maria Rosas,REPUBLICANOS,SP,dep.mariarosas@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/204540.jpg,57
227275,Mariana Carvalho,PSC,MA,,https://www.camara.leg.br/internet/deputado/bandep/227275.jpg,57
220637,Marina Silva,REDE,SP,,https://www.camara.leg.br/internet/deputado/bandep/220637.jpg,57
220655,Mario Frias,PL,SP,dep.mariofrias@camara.leg.br,https://www.camara.leg.br/internet/deputado/bandep/220655.jpg,57
